"PSY_ORD_NO","PSY_ORD_TARGET","PSY_ORD_TYPE_CD","PSY_ITEM_ID","ORD_DATE","START_DATE","END_DATE","ORD_CNT","REMAIN_CNT","USE_CNT","GRADE1_ORD_CNT","GRADE2_ORD_CNT","GRADE3_ORD_CNT","GRADE4_ORD_CNT","GRADE5_ORD_CNT","GRADE6_ORD_CNT","PRICE","PAYMENT_AMT","ORD_STATUS_CD","MAIN_PAYMENT_METHOD_CD","REG_MEMBER_NO","REG_DATE","MOD_MEMBER_NO","MOD_DATE","CANCEL_MEMBER_NO","CANCEL_DATE"
P25072810541731ece44,AC0002,"1001",PEER_RELATIONSHIP,"20250728","20250301","20250731",4,0,,0,0,1,2,1,0,1,4,"3000",CARD,M10000041,"2025-07-28 10:54:17",,,,
P250728105449d26270f,M10000041,"2001",PEER_RELATIONSHIP,"20250728","20250301","20250731",1,0,,0,0,1,0,0,0,1,1,"3000",CARD,M10000041,"2025-07-28 10:54:49",,,,
P25072815241506cf7e0,M10000107,"2002",PEER_RELATIONSHIP,"20250728","20250801","20260228",1,0,,0,0,0,0,0,1,1,1,"3000",CARD,M10000107,"2025-07-28 15:24:15",,,,
P250730161135269f898,AC0001,"1001",PEER_RELATIONSHIP,"20250730","20250301","20250731",2,0,,0,0,1,1,0,0,1,2,"3000",CARD,M10000001,"2025-07-30 16:11:35",,,,
P250730161330009fa01,AC0001,"1002",PEER_RELATIONSHIP,"20250730","20250801","20260228",11,0,,0,0,4,1,1,5,1,11,"3000",CARD,M10000001,"2025-07-30 16:13:30",,,,
P250730163522e32b91a,AC0001,"1001",PEER_RELATIONSHIP,"20250730","20250301","20250731",3,0,,0,0,0,0,0,3,1,3,"3000",CARD,M10000001,"2025-07-30 16:35:22",,,,
P2507301640160aa6841,AC0001,"1001",PEER_RELATIONSHIP,"20250730","20250301","20250731",2,0,,0,0,0,0,0,2,1,2,"3000",CARD,M10000001,"2025-07-30 16:40:15",,,,
P250730164149db6428e,AC0001,"1003",PEER_RELATIONSHIP,"20250730","20250301","20260228",8,0,,0,0,3,0,1,4,1,8,"3000",CARD,M10000001,"2025-07-30 16:41:49",,,,
P250730165839b628c23,M10000001,"2003",PEER_RELATIONSHIP,"20250730","20250301","20260228",1,0,,0,0,0,0,0,1,1,1,"3000",CARD,M10000001,"2025-07-30 16:58:38",,,,
P2507301703571140d8d,M10000100,"2002",PEER_RELATIONSHIP,"20250730","20250801","20260228",1,0,,0,0,1,0,0,0,1,1,"3000",CARD,M10000100,"2025-07-30 17:03:57",,,,
P250730173808ab979be,AC0539,"1003",PEER_RELATIONSHIP,"20250730","20250301","20260228",1,0,,0,0,0,0,1,0,1,1,"3000",VBANK,M10000117,"2025-07-30 17:38:08",,,,
P2507301746016e7e572,M10000098,"2001",PEER_RELATIONSHIP,"20250730","20250301","20250731",1,0,,0,0,0,0,0,1,1,1,"3000",CARD,M10000098,"2025-07-30 17:46:01",,,,
P250731112011d97e31c,AC0002,"1002",PEER_RELATIONSHIP,"20250731","20250801","20260228",2,0,,0,0,1,1,0,0,1,2,"3000",VBANK,M10000041,"2025-07-31 11:20:11",,,,
P2507311134514874235,AC0539,"1002",PEER_RELATIONSHIP,"20250731","20240801","20250228",1,0,,0,0,0,0,1,0,1,1,"3000",VBANK,M10000117,"2025-07-31 11:34:51",,,,
P250731113457c0cde97,AC0166,"1001",PEER_RELATIONSHIP,"20250731","20250301","20250731",2,0,,0,0,0,0,0,2,1,2,"3000",CARD,M10000123,"2025-07-31 11:34:57",,,,
P250801164353db2e935,AC0002,"1001",PEER_RELATIONSHIP,"20250801","20260301","20260731",2,0,,0,0,0,0,0,2,1,2,"3000",CARD,M10000041,"2025-08-01 16:43:52",,,,
P2508041002262895811,AC0002,"1001",PEER_RELATIONSHIP,"20250804","20250301","20250731",1,0,,0,0,0,0,1,0,1,1,"3000",CARD,M10000041,"2025-08-04 10:02:26",,,,
P250804100246726dbdd,AC0002,"1001",PEER_RELATIONSHIP,"20250804","20260301","20260731",2,0,,0,0,0,0,0,2,1,2,"3000",CARD,M10000041,"2025-08-04 10:02:46",,,,
P2508041030249f0420a,AC0590,"1002",PEER_RELATIONSHIP,"20250804","20250801","20260228",1,0,,0,0,1,0,0,0,1,1,"3000",CARD,M10000126,"2025-08-04 10:30:24",,,,
P250806105854efbe1e8,AC0001,"1001",PEER_RELATIONSHIP,"20250806","20250301","20250731",1,0,,1,0,0,0,0,0,1,1,"3000",CARD,M10000001,"2025-08-06 10:58:56",,,,
P2508061612483bd0d64,AC0002,"1002",PEER_RELATIONSHIP,"20250806","20250801","20260228",4,0,,0,0,0,4,0,0,1,4,"3000",VBANK,M10000041,"2025-08-06 16:12:48",,,,
P250806164747db0d49c,AC0378,"1003",PEER_RELATIONSHIP,"20250806","20250301","20260228",1,0,,0,0,1,0,0,0,1,1,"3000",CARD,M10000006,"2025-08-06 16:47:47",,,,
P25080714251058da7c0,M10000100,"2001",PEER_RELATIONSHIP,"20250807","20260301","20260731",1,0,,0,1,0,0,0,0,1,1,"3000",CARD,M10000100,"2025-08-07 14:25:09",,,,
P250808104747e8496a6,M10000114,"2001",PEER_RELATIONSHIP,"20250808","20250301","20250731",1,0,,1,0,0,0,0,0,1,1,"3000",VBANK,M10000114,"2025-08-08 10:47:45",,,,
P250811101156f074e68,M10000114,"2001",PEER_RELATIONSHIP,"20250811","20250301","20250731",1,0,,0,1,0,0,0,0,1,1,"3000",CARD,M10000114,"2025-08-11 10:11:53",,,,
P250811134708e25c2f2,DC0092,"1002",PEER_RELATIONSHIP,"20250811","20250801","20260228",4,0,,0,0,4,0,0,0,1,4,"3000",CARD,M10000097,"2025-08-11 13:47:08",,,,
P250811172159b5afffd,M10000117,"2001",PEER_RELATIONSHIP,"20250811","20250301","20250731",1,0,,1,0,0,0,0,0,1,1,"3000",CARD,M10000117,"2025-08-11 17:21:59",,,,
P2508111735217df2bfb,M10000117,"2002",PEER_RELATIONSHIP,"20250811","20250801","20260228",1,0,,0,0,0,0,1,0,1,1,"3000",VBANK,M10000117,"2025-08-11 17:35:21",,,,
P2508111738074add560,M10000115,"2001",PEER_RELATIONSHIP,"20250811","20250301","20250731",1,0,,1,0,0,0,0,0,1,1,"3000",CARD,M10000115,"2025-08-11 17:38:07",,,,
P2508120927194864739,M10000115,"2001",PEER_RELATIONSHIP,"20250812","20250301","20250731",1,0,,1,0,0,0,0,0,1,1,"3000",VBANK,M10000115,"2025-08-12 09:27:18",,,,
P25081209280133355e1,M10000115,"2002",PEER_RELATIONSHIP,"20250812","20250801","20260228",1,0,,1,0,0,0,0,0,1,1,"3000",CARD,M10000115,"2025-08-12 09:28:00",,,,
P250812092851162143c,M10000115,"2001",PEER_RELATIONSHIP,"20250812","20250301","20250731",1,0,,0,1,0,0,0,0,1,1,"3000",CARD,M10000115,"2025-08-12 09:28:50",,,,
P250812092903003c725,M10000115,"2002",PEER_RELATIONSHIP,"20250812","20250801","20260228",1,0,,0,0,0,1,0,0,1,1,"3000",CARD,M10000115,"2025-08-12 09:29:02",,,,
P250812095529069c825,M10000041,"2001",PEER_RELATIONSHIP,"20250812","20250301","20250731",1,0,,1,0,0,0,0,0,1,1,"3000",VBANK,M10000041,"2025-08-12 09:55:28",,,,
P2508121451383dcdac6,AC0539,"1003",PEER_RELATIONSHIP,"20250812","20250301","20260228",1,0,,0,0,1,0,0,0,1,1,"3000",CARD,M10000117,"2025-08-12 14:51:38",,,,
P250812152130d3800b5,M10000111,"2003",PEER_RELATIONSHIP,"20250812","20250301","20260228",1,0,,0,1,0,0,0,0,1,1,"3000",VBANK,M10000111,"2025-08-12 15:21:29",,,,
P250812161759b03bb1b,M10000132,"2001",PEER_RELATIONSHIP,"20250812","20250301","20250731",1,0,,0,1,0,0,0,0,1,1,"3000",CARD,M10000132,"2025-08-12 16:17:59",,,,
P25081216194851a3cbe,M10000132,"2002",PEER_RELATIONSHIP,"20250812","20250801","20260228",1,0,,0,1,0,0,0,0,1,1,"3000",CARD,M10000132,"2025-08-12 16:19:48",,,,
P250812162039e69c844,M10000132,"2001",PEER_RELATIONSHIP,"20250812","20260301","20260731",1,0,,0,1,0,0,0,0,1,1,"3000",CARD,M10000132,"2025-08-12 16:20:39",,,,
P2508121622050cf22b9,M10000131,"2001",PEER_RELATIONSHIP,"20250812","20250301","20250731",1,0,,0,1,0,0,0,0,1,1,"3000",VBANK,M10000131,"2025-08-12 16:22:05",,,,
P2508121624357945b7a,M10000131,"2001",PEER_RELATIONSHIP,"20250812","20250301","20250731",1,0,,1,0,0,0,0,0,1,1,"3000",CARD,M10000131,"2025-08-12 16:24:35",,,,
P250812162524369bc93,M10000133,"2002",PEER_RELATIONSHIP,"20250812","20250801","20260228",1,0,,0,1,0,0,0,0,1,1,"3000",VBANK,M10000133,"2025-08-12 16:25:23",,,,
P2508121627098902e9c,M10000134,"2002",PEER_RELATIONSHIP,"20250812","20250801","20260228",1,0,,1,0,0,0,0,0,1,1,"3000",CARD,M10000134,"2025-08-12 16:27:09",,,,
P2508121631448187814,M10000135,"2001",PEER_RELATIONSHIP,"20250812","20250301","20250731",1,0,,1,0,0,0,0,0,1,1,"3000",CARD,M10000135,"2025-08-12 16:31:44",,,,
P25081216325926ac244,M10000136,"2001",PEER_RELATIONSHIP,"20250812","20250301","20250731",1,0,,1,0,0,0,0,0,1,1,"3000",CARD,M10000136,"2025-08-12 16:32:59",,,,
P250813095623192fe0d,M10000041,"2002",PEER_RELATIONSHIP,"20250813","20250801","20260228",1,0,,1,0,0,0,0,0,1,1,"3000",VBANK,M10000041,"2025-08-13 09:56:22",,,,
P25081310112503ef12c,M10000111,"2001",PEER_RELATIONSHIP,"20250813","20260301","20260731",1,0,,1,0,0,0,0,0,1,1,"3000",VBANK,M10000111,"2025-08-13 10:11:23",,,,
P250813161527978d606,M10000041,"2002",PEER_RELATIONSHIP,"20250813","20250801","20260228",1,0,,0,0,0,0,0,1,1,1,"3000",CARD,M10000041,"2025-08-13 16:15:25",,,,
P25081316160394780ff,AC0002,"1001",PEER_RELATIONSHIP,"20250813","20260301","20260731",2,0,,0,0,0,0,0,2,1,2,"3000",VBANK,M10000041,"2025-08-13 16:16:01",,,,
P25081316484748357e5,AC0002,"1001",PEER_RELATIONSHIP,"20250813","20260301","20260731",2,0,,0,0,0,0,0,2,1,2,"3000",CARD,M10000041,"2025-08-13 16:48:47",,,,
P250820142625c4dbe18,M10000098,"2002",PEER_RELATIONSHIP,"20250820","20250801","20260228",1,0,,0,0,0,0,1,0,1,1,"3000",CARD,M10000098,"2025-08-20 14:26:25",,,,
P250821090556c43f989,AC0002,"1002",PEER_RELATIONSHIP,"20250821","20250801","20260228",6,0,,0,1,0,0,0,5,1,6,"3000",VBANK,M10000041,"2025-08-21 09:05:55",,,,
P250822132516e69f027,AC0539,"1002",PEER_RELATIONSHIP,"20250822","20250801","20260228",1,0,,0,0,1,0,0,0,0,0,"3000",CARD,M10000117,"2025-08-22 13:25:15",,,,
P2508221327105b2e7d2,M10000117,"2002",PEER_RELATIONSHIP,"20250822","20250801","20260228",1,0,,1,0,0,0,0,0,0,0,"3000",CARD,M10000117,"2025-08-22 13:27:09",,,,
P250825143913a238f22,M10000097,"2002",PEER_RELATIONSHIP,"20250825","20250801","20260228",1,0,,0,1,0,0,0,0,1,1,"3000",CARD,M10000097,"2025-08-25 14:39:13",,,,
P2508251558190ade000,DC0092,"1002",PEER_RELATIONSHIP,"20250825","20250801","20260228",1,0,,0,0,0,1,0,0,0,0,"3000",CARD,M10000097,"2025-08-25 15:58:19",,,,
P2508261302169fee9ee,AC0002,"1002",PEER_RELATIONSHIP,"20250826","20250801","20260228",1,0,,1,0,0,0,0,0,0,0,"3000",CARD,M10000041,"2025-08-26 13:02:16",,,,
P250826130400d75ed96,M10000041,"2002",PEER_RELATIONSHIP,"20250826","20250801","20260228",1,0,,0,1,0,0,0,0,0,0,"3000",CARD,M10000041,"2025-08-26 13:04:00",,,,
P250829105503954b2f8,AC0001,"1002",PEER_RELATIONSHIP,"20250829","20250801","20260228",2,0,,0,0,0,0,0,2,0,0,"3000",CARD,M10000001,"2025-08-29 10:55:04",,,,
